file,tag,new_requiredMemes,indicators_matched,notes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.SAMPLE_UNKNOWN_PLANT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.TEST_STRANGE_MINERAL,fire.control,R5:text:FORGE,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.FOLLOW_MYSTERIOUS_TRACKS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.INTERVIEW_TRAVELER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.EXPLORE_RUINS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.PROBE_RUMOR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.REVERSE_ENGINEER_ITEM,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.TRY_UNFAMILIAR_CRAFT,health.sanitation_norms|health.waste_handling,R1:text:WASTE,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.MAP_SUBTERRANEAN_PASSAGE,comm.language.written,R3:trade:chalk|R6:trade:chalk,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.RECORD_NATURAL_PHENOMENON,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink|R6:text:RECORD,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.DECIPHER_SYMBOLS,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:wax,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.OPEN_EXPLORERS_BOARD,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:text:BOARD|R3:text:BOARD|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.TRAILBLAZE_NEW_ROUTE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.SAFETY_PROTOCOL_DRILL,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:yard|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/curiosity.ts,CuriosityActionTag.PUBLISH_FINDINGS,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R3:text:REPORT|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.DAWN_ROLL_CALL,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:location:yard|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.CODE_RECITAL,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R2:location:temple|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.PUNCTUALITY_CHECK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.UNIFORM_STANDARD_CHECK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.DRILL_BASIC_FORMS,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.SILENCE_INTERVALS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.TASK_START_RITUAL,culture.vigil_ritual|cog.timekeeping.basic|record.boundary_marking,R2:location:gate|R2:text:MARK|R6:text:MARK,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.CLEAN_AS_YOU_GO,health.sanitation_norms|health.waste_handling|tech.tool.use_basic,R1:text:CLEAN|R1:trade:soap,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.STRICT_BREAK_WINDOWS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.CONSEQUENCE_LEDGER,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R3:text:LEDGER|R6:trade:parchment|R6:trade:ink|R6:text:LEDGER,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.PRAISE_PUBLIC_GOOD,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:yard|R1:text:POSTED|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.SELF_DENIAL_DRILL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.CURFEW_OBSERVANCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.EQUIPMENT_CHECK_IN_OUT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.TASK_TIME_PLEDGE,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund|econ.deposit_contract,R3:text:BOARD|R4:text:PLEDGE|R4:text:PLEDGE|R4:text:POSTED|R4:text:BOARD,
backend/src/rps/domain/social/from-gpt/actions-by-need/discipline.ts,DisciplineActionTag.WEEKLY_RETROSPECT,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.INTIMIDATING_DISPLAY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.SUMMON_SUBORDINATE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.ISSUE_NONNEGOTIABLE_ORDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.ENFORCE_CURFEW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.CONFISCATE_CONTRABAND,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.STRIP_PRIVILEGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.IMPOSE_FINE_OR_LEVY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.DEMAND_PUBLIC_SUBMISSION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.ASSERT_TERRITORIAL_MARKER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.DEMONSTRATE_PUNISHMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.FORCE_LABOR_ROTATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.IMPOSE_QUOTA,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.TAKE_HOSTAGE_AS_SURETY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.BREAK_RIVAL_NETWORK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.BANISHMENT_WITH_CONDITION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/dominance.ts,DominanceActionTag.SHOW_OF_FORCE_PATROL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.VALUE_STREAM_WALK,comm.language.written|org.workshop_practice,R6:location:workshop,
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.SHADOW_TIME_STUDY,comm.language.written|record.ledgerkeeping|cog.number_concept,R3:text:TALLY|R3:text:TALLY|R3:text:TALLY,
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.REDUCE_MOTION_WASTE,health.sanitation_norms|health.waste_handling,R1:text:WASTE,
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.KANBAN_CARD_FLOW,comm.language.written,R3:text:BOARD,
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.QUICK_CHANGEOVER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.STANDARD_CONTAINER_SIZES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.POINT_OF_USE_STORES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.TACT_RHYTHM_SIGNAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.WORK_BALANCING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.ERROR_BURNDOWN_HOUR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.MAINT_PREVENTIVE_CYCLE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.PATH_OPTIMIZATION_MAP,comm.language.written,R3:trade:parchment|R3:trade:ink|R3:trade:chalk|R6:trade:chalk|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.HEAT_AND_LIGHT_TUNING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.REUSABLE_FIXTURE_PROGRAM,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/efficiency.ts,EfficiencyActionTag.PULL_SUPPLY_REPLENISH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.HIGH_PROTEIN_MEAL,culture.vigil_ritual|cog.timekeeping.basic|health.first_aid_basic|heat.space.hearth|comm.language.written,R2:location:hearth|R2:trade:HERBS|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.POWER_NAP_20,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth,R2:location:hearth|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.SUNLIGHT_STRETCH,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.SHORT_SPRINT_EXERCISE,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.CAFFEINE_HERB_TONIC,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.BREATH_OXY_DRILL,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth,R2:location:hearth|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.WATER_REHYDRATE,health.sanitation_norms|health.waste_handling|food.preservation.salting,R1:text:CLEAN|R7:text:SALT,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.MICRO_BREAK_EYESTRAIN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.POSTURE_RESET,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.SNACK_TRAIL_MIX,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.SOCIAL_ENERGY_CHECKIN,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.WORKLOAD_REBALANCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.EARLY_LIGHTS_OUT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.MORNING_COLD_SPLASH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.WARMUP_BEFORE_LABOR,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/energy.ts,EnergyActionTag.RECOVERY_MASSAGE,culture.vigil_ritual|cog.timekeeping.basic|health.first_aid_basic|heat.space.hearth,R2:location:hearth|R2:trade:HERBS|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.POST_CLEAR_TARIFFS,comm.language.written,R3:text:BOARD|R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.WEIGH_WITH_PUBLIC_SCALES,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.RANDOM_AUDIT_DRAW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.BLIND_BID_ENVELOPES,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:wax,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.PRO_RATA_REWARD_SPLIT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.DISPUTE_PANEL_THREE,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R2:location:temple|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.TURN_ORDER_LOTTERY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.EQUAL_ACCESS_NOTICE,comm.language.written|fire.control,R3:trade:parchment|R3:trade:ink|R5:text:FORGE|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.CAP_FAVOR_EXCEPTIONS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.STANDARD_WAGE_TABLE,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.PUBLISH_WORK_LOGS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.TWO_KEYS_STORES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.RESTITUTION_FOR_HARM,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.APPEALS_WINDOW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.ROTATE_FAVORED_TASKS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fairness.ts,FairnessActionTag.SANCTION_FOR_BIAS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.PRIVATE_DEVOTION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.LIGHT_VOTIVE_CANDLE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.ATTEND_SERVICE,culture.vigil_ritual|cog.timekeeping.basic,R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.CONFESS_TRANSGRESSION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.MAKE_VOW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.FULFILL_VOW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.DONATE_ALMS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.CARE_FOR_SHRINE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.STUDY_SACRED_TEXTS,comm.language.written,R3:trade:parchment|R6:trade:parchment,
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.CONSULT_PRIEST,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.FASTING_OBSERVANCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.PROCESSION_PARTICIPATE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.BLESS_HOME,food.preservation.salting,R7:text:SALT,
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.PRAYER_CHAIN_COMMUNITY,culture.vigil_ritual|cog.timekeeping.basic,R2:text:VIGIL,
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.TESTIMONY_SHARE,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/faith.ts,FaithActionTag.PILGRIMAGE_STEP_FAITH,comm.language.written,R6:text:MARK,
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.PROVIDE_FOOD_TO_FAMILY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.CARE_FOR_CHILD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.TEACH_CHILD_SKILL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.CARE_FOR_ELDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.REPAIR_FAMILY_HOME,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.GUARD_FAMILY_HOME,culture.vigil_ritual|cog.timekeeping.basic,R2:text:WATCH,
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.MEDIATE_FAMILY_CONFLICT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.SAVE_FOR_DOWRY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.ARRANGE_MARRIAGE_MEETING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.HOST_FAMILY_GATHERING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.HONOR_ANCESTORS_FAMILY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.ALLOCATE_INHERITANCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.BUILD_EXTENSION_FOR_FAMILY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.SHARE_TOOLS_WITH_KIN,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.ESCORT_FAMILY_MEMBER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/family.ts,FamilyActionTag.FOSTER_OR_ADOPT_CHILD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.LIGHT_TORCHES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.HOLD_FORMATION_DRILL,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:location:yard|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.REASSURE_PUBLIC_SPEECH,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.ESCORT_VULNERABLE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.MAP_SAFE_ROUTE,comm.language.written,R3:text:BOARD|R3:trade:parchment|R3:trade:ink|R3:trade:chalk|R6:trade:chalk|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.WARD_SIGNS_PLACEMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.SET_TRAPS_EARLY_WARNING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.NIGHT_WATCH_ROTATION,health.sanitation_norms|health.waste_handling|org.scheduling|comm.language.written|culture.vigil_ritual|cog.timekeeping.basic,R1:location:streets|R1:text:ROTATION|R1:text:POSTED|R2:text:WATCH|R2:text:NIGHT,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.FORTIFY_DOORS_WINDOWS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.EVACUATION_DRILL,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:streets|R1:text:POSTED|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.COUNSELING_SESSION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.SHARE_THREAT_INTEL,comm.language.written,R3:text:BOARD|R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.MONSTER_LORE_SESSION,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.ISSUE_CLEAR_RULES_CURFEW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.DISTRIBUTE_TALISMANS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/fear.ts,FearActionTag.EXORCISM_RITE,culture.vigil_ritual|cog.timekeeping.basic|food.preservation.salting,R2:location:temple|R7:text:SALT,
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.SET_QUIET_HOURS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.RESERVE_WORK_NOOK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.PREP_TOOLS_AND_MATERIALS,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.SINGLE_TASK_SPRINT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.BATCH_SIMILAR_TASKS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.USE_CHECKLIST,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.TIMEBOX_WITH_TIMER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.BLOCK_DISTRACTIONS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.FOCUS_BREATH_DRILL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.POSTURE_AND_LIGHTING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.MICRO_BREAK_PROTOCOL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.CAFFEINATE_OR_TEA,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.MORNING_PLANNING_RITUAL,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.END_OF_DAY_REVIEW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.ASSIGN_TASK_BUDDIES,comm.language.written|org.duty_roster,R3:text:BOARD|R3:text:ROSTER,
backend/src/rps/domain/social/from-gpt/actions-by-need/focus.ts,FocusActionTag.QUIET_ZONE_ENFORCEMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/food.ts,ActionTags.FORAGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/food.ts,ActionTags.HUNT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/food.ts,ActionTags.STEAL_FOOD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.NEGOTIATE_AUTONOMY_PACT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.DECLARE_PERSONAL_BOUNDARIES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.RESERVE_FREE_TIME_BLOCKS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.TRAVEL_WITHOUT_ESCORT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.CHOOSE_WORK_ASSIGNMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.REFUSE_UNJUST_ORDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.SWITCH_PATRON_OR_GUILD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.RENOUNCE_DEBT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.SECURE_TRAVEL_PERMIT,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:seal,
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.ACQUIRE_PRIVATE_WORKSPACE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.HIDE_TRAIL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.ENCRYPT_COMMUNICATION,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.PORTABLE_TOOLKIT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/freedom.ts,FreedomActionTag.SET_OWN_PRICES,,,no_required_memes
